id,annotator,position,question,table_file,answer_coordinates,answer_text
49,2,0,Wie hoch ist der Gesamtwert in Vollzeitäquivalenten für weibliche Mitarbeitende?,tables/table56.csv,"[(0, 1)]",['6.46']
124,3,0,Wie hoch ist die Anzahl der weiblichen Betriebsräte der Volksbank Vorarlberg e. Gen.  im Jahr 2022?,tables/volks87teil2.csv,"[(3, 5)]",['nan']
113,1,0,Wie viele indirekten Emissionen wurden von der Volksbank Vorarlberg e. Gen. im Jahr 2022 verursacht?,tables/volks57h.csv,"[(2, 2)]",['190.31']
118,2,0,Welche EInheit hat die Heizwärme der Nicht erneuerbaren Energien?,tables/volks59aTeil3.csv,"[(4, 2)]",['kWh']
45,2,0,"Wie hoch ist der gesamt Vollzeitäquivalenten in Osteuropa, Deutschland und Östereich zusammen?",tables/table52.csv,"[(2, 4)]",['97.5']
57,3,0, Welcher Anteil der Vorstandsmitglieder im Konzern und in der Bank war im Jahr 2023 zwischen 30 und 49 Jahre alt?,tables/hypo57a(problematic).csv,"[(3, 1)]","['33,3 %']"
64,1,0,Wie groß war die Veränderung der indirekten energiebedingten Treibhausgasemissionen in Tonnen CO2-Äquivalent (Scope 2) für die Bank im Jahr 2023?,tables/hypo65d.csv,"[(1, 2)]",['-2']
119,4,0,"Wie hoch sind die Treibhausgasemissionen in Tonnen CO2-Äquivalent (Scope 1 + 2) für die öffentliche Verwaltung, Verteidigung und Sozialversicherung im Jahr 2023?",tables/volks61teil2.csv,"[(0, 2)]",['123893']
94,5,0,Wie häufig findet die Kundenkommunikation mit Kunden statt?,tables/hypo23bteil2.csv,"[(1, 2)]",['regelmÃ¤Ã\x9fig']
101,3,0,Welcher Anteil der Angestellten ohne Führungsposition im Konzern war im Jahr 2022 zwischen 30 und 49 Jahre alt?,tables/hypo57a(problematic)teil4.csv,"[(3, 3)]","['52,7 %']"
81,5,0, Wie viele Mitarbeitende nach Köpfen wurden im Jahr 2023 gezählt?,tables/volks77.csv,"[(0, 3)]",['3791']
95,4,0, Wie häufig findet die Kommunikation mit Investoren im Rahmen der Presse- und Öffentlichkeitsarbeit statt?,tables/hypo23bteil3.csv,"[(6, 2)]",['regelmÃ¤Ã\x9fig']
28,4,0,Wie hoch ist die Gesamtanzahl der teilzeitbeschäftigten Angestellten in Vollzeitäquivalenten?,tables/table29.csv,"[(4, 3)]",['564.69']
98,4,0,Wie viele Frauen waren in den Jahren 2021 in der Bank als Mitarbeiterinnen aktiv?,tables/hypo54teil3.csv,"[(4, 5)]",['4']
76,2,0,Wie hoch war der spezifische Wärmeverbrauch der Volksbanken im Jahr 2023 pro Quadratmeter in kWh?,tables/volks59a.csv,"[(7, 3)]",['94']
71,2,0,Wie hoch war die CO2-Intensität der Immobilienfonds im Jahr 2022?,tables/volks33.csv,"[(2, 3)]",['29.79']
50,3,0,Wie hoch war der Energieverbrauch des Fuhrparks innerhalb der Organisation im Jahr 2023 in kWh?,tables/hypo66.csv,"[(3, 2)]",['421.901']
93,3,0,Wie hoch sind die finanzierten THV-Emissionen in t CO2e im Scope 2?,tables/table11teil2.csv,"[(3, 3)]",['1.217']
7,4,0,Wie hoch war die Intensität der direkten und indirekten Treibhausgasemissionen im Finanzdienstleistungssektor im Jahr 2022 in kg CO2e je Vollzeitäquivalent?,tables/table8.csv,"[(4, 2)]",['1.712']
3,4,0,Welches Ereignis beschreibt die Veränderung der Niederschlagsintensität nach oben?,tables/table4.csv,"[(2, 0)]",['Starkregen']
76,3,0,Wie viel Heizwärme aus erneuerbarer Energie wurde für die Volksbank Oberösterreich AG im Jahr 2023 in kWh verbraucht?,tables/volks59a.csv,"[(3, 3)]",['859288']
75,2,0,Wie hoch war der Energieverbrauch der Volksbank Oberösterreich AG im Jahr 2021 in kWh?,tables/volks58.csv,"[(3, 3)]",['1.276.489']
92,4,0,"Wie hoch waren die Emissionen (t CO2e) im Jahr 2022 für Scope 1 und Scope 2 im Sektor Erziehung und Unterricht""?""",tables/table9teil3.csv,"[(1, 4)]",['284']
119,5,0,"Wie hoch war der Wert für die THG-Emissionen in tonen CO2e für die Kategorie Erbringung von Finanz- und Versicherungs-Dienstleistungen""""",tables/volks61teil2.csv,"[(5, 2)]",['29021']
34,1,0,Wie hoch war der Anteil der männlichen Mitarbeiter in Gesamt  Vollzeitäquivalente?,tables/table35.csv,"[(1, 1)]",['47.5']
118,3,0,Wie hoch war der spezifische Wärmeverbrauch des Volksbanken-Verbunds im Jahr 2022 in kWh pro m²?,tables/volks59aTeil3.csv,"[(7, 4)]",['102']
7,5,0,Wie hoch war die Intensität der direkten Treibhausgasemissionen (kg CO2e je VZÄ) im Bereich Immobilien?,tables/table8.csv,"[(0, 3)]",['501']
93,4,0,Wie hoch war der Bruttosaldo in Millionen Euro zum 31.12.2022 für die Summe der finanzierten Treibhausgasemissionen?,tables/table11teil2.csv,"[(4, 1)]",['3.179']
47,4,0,Wie hoch ist die Gesamtanzahl der Vollzeitäquivalente (VZÄ) für Personen unter 30 Jahren?,tables/table54.csv,"[(3, 1)]",['1.37']
68,0,0,Welche Klimaschutzprojekte wurden 2023 im Bereich Abfallmanagement und Bildung in Rumänien durchgeführt?,tables/hypo68b.csv,"[(2, 0)]",['Kreislaufwirtschaft durch Plastikrecycling']
33,4,0,Wie hoch ist die Gesamtanzahl der Vollzeitäquivalente (VZÄ) für Personen zwischen 30 und 50 Jahren?,tables/table34.csv,"[(4, 1)]",['90.03']
51,4,0,Wie viele Personenkilometer (Pkm) wurden 2023 für Dienstreisen im Konzern mit Taxi/PKW zurückgelegt?,tables/hypo67.csv,"[(5, 2)]",['69.665']
76,4,0,Wie viel Heizwärme aus erneuerbarer Energie hat die Volksbank Kärnten eG im Jahr 2023 in Kilowattstunden (kWh) genutzt?,tables/volks59a.csv,"[(1, 3)]",['614059']
83,1,0,Wie hoch war der Anteil männlicher Vorstände (in Prozent) im Jahr 2023?,tables/volks79b.csv,"[(2, 3)]",['95']
91,2,0,"Wie hoch sind die Gesamtemissionen (t CO2e  Scope 1+2) für den Sektor N - Erbringung von sonstigen wirtschaftlichen Dienstleistungen""?""",tables/table9teil2.csv,"[(6, 4)]",['11046']
96,4,0,Wie hoch waren die Ausgaben für Spenden und Sponsorings (in TEUR) im Jahr 2023 im Konzern nach IFRS?,tables/hypo26teil2.csv,"[(0, 1)]",['-1.256']
99,2,0,Welcher Prozentsatz des Aufsichtsrats/Verwaltungsrats war im Jahr 2022 im Konzern zwischen 30 und 49 Jahre alt?,tables/hypo57a(problematic)teil2.csv,"[(3, 3)]","['3,0 %']"
64,2,0,Wie hoch war die Veränderung der sonstigen indirekten Treibhausgasemissionen (Scope 3) im Jahr 2022 im Konzern?,tables/hypo65d.csv,"[(2, 3)]",['348']
33,5,0,Wie hoch ist die Gesamtanzahl der Vollzeitäquivalente (VZÄ) für Personen unter 30 Jahren?,tables/table34.csv,"[(3, 1)]",['81.83']
30,1,0,Wie viele Vollzeitäquivalente (VZÄ) gibt es insgesamt für weibliche Mitarbeitende in Österreich?,tables/table31.csv,"[(0, 1)]",['933.91']
121,5,0,Wie viele weibliche Lehrlinge (in VZÄ) gab es im Jahr 2023?,tables/volks77teil2.csv,"[(2, 3)]",['33']
68,1,0,Welches Klimaschutzprojekt wurde 2023 in Uganda im Bereich Wasseraufbereitung durchgeführt?,tables/hypo68b.csv,"[(1, 0)]",['Durch UV-Strahlung zu sauberem Trinkwasser']
48,3,0,Wie hoch ist die Gesamtanzahl der Vollzeitäquivalente (VZÄ) für Personen über 50 Jahre?,tables/table55.csv,"[(5, 1)]",['6.2']
116,3,0,Wie hoch war der Energieverbrauch (in kWh) der Volksbank Wien AG im Jahr 2023?,tables/volks58teil2.csv,"[(2, 1)]",['2.531.026']
19,4,0,Wie hoch ist die Gesamtanzahl der Vollzeitäquivalente (VZÄ) für Personen unter 30 Jahren?,tables/table20.csv,"[(3, 1)]",['672.9']
4,2,0,Wie hoch ist der Gesamtstromverbrauch (in MWh) für alle Sektoren zusammen?,tables/table5.csv,"[(3, 6)]",['108064']
120,3,0,Wie hoch sind die Treibhausgasemissionen (in t CO2e) für Scope 1 + 2 in der Kategorie T - U Sonstige?,tables/volks61teil3.csv,"[(4, 2)]",['6876']
24,2,0,Wie hoch ist die Gesamtanzahl der Vollzeitäquivalente (VZÄ) für Personen unter 30 Jahren?,tables/table25.csv,"[(0, 1)]",['385.43']
118,4,0,Wie hoch war der Heizwärmeverbrauch (in kWh) aus nicht-erneuerbarer Energie der Volksbank Oberösterreich AG im Jahr 2023?,tables/volks59aTeil3.csv,"[(0, 3)]",['790878']
122,4,0,Wie viele weibliche Mitarbeitende hatten im Jahr 2022 einen unbefristeten Dienstvertrag?,tables/volks77teil3.csv,"[(3, 4)]",['2058']
19,5,0,Wie hoch ist die Gesamtanzahl der Vollzeitäquivalente (VZÄ) für weibliche Mitarbeitende?,tables/table20.csv,"[(0, 1)]",['722.31']
63,2,0,Wie hoch war die Intensität der direkten THG-Emissionen (Scope 1) pro Mitarbeiter im Konzern im Jahr 2022?,tables/hypo65c.csv,"[(0, 3)]",['0.52']
102,4,0,Wie viele Tonnen CO2-Äquivalent wurden durch den Pendelverkehr im Konzern im Jahr 2022 emittiert?,tables/hypo65bTeil2.csv,"[(3, 3)]",['494']
48,4,0,Wie hoch ist die Gesamtanzahl der Vollzeitäquivalente (VZÄ) für männliche Mitarbeitende?,tables/table55.csv,"[(1, 1)]",['3']
15,3,0,Wie hoch ist die Gesamtanzahl der Vollzeitäquivalente (VZÄ) für die weiblichen Mitarbeitenden in der Hierarchie Restliche Mitarbeiter?,tables/table16.csv,"[(3, 1)]",['2859.84']
100,3,0,Wie hoch war der Anteil der Frauen in Führungspositionen im Jahr 2023 im Konzern?,tables/hypo57a(problematic)teil3.csv,"[(0, 1)]","['19,5 %']"
91,3,0,Wie hoch waren die Emissionen (in Tonnen CO2e) im Sektor Erbringung von Finanz- und Versicherungsdienstleistungen im Jahr 2022 für Scope 1 und 2?,tables/table9teil2.csv,"[(3, 4)]",['28704']
91,4,0,Wie hoch waren die Emissionen (in Tonnen CO2e) für Scope 1 im Sektor Erbringung von freiberuflichen wissenschaftlichen und technischen Dienstleistungen im Jahr 2022?,tables/table9teil2.csv,"[(5, 2)]",['9505']
108,2,0,Wie hoch waren die indirekten Emissionen (Scope 2  market based) der Volksbank Niederösterreich AG im Jahr 2023?,tables/volks57c.csv,"[(1, 1)]",['41.071']
83,2,0,Wie hoch ist der Anteil in Prozent der weiblichen Vorstände im Jahr 2023?,tables/volks79b.csv,"[(1, 3)]",['5']
115,4,0,"Wie hoch waren die Gesamtemissionen pro m² (Scope 1 + 2, location based) im Jahr 2023?",tables/volks57j.csv,"[(6, 1)]",['31']
5,2,0,Wie hoch war der Stromverbrauch (in kWh je VZÄ) im Finanzbereich?,tables/table6.csv,"[(0, 2)]",['6674']
120,4,0,"Wie hoch sind die THG-Emissionen für die Kategorie Erbringung von sonstigen Dienstleistungen"" im Jahr 2023 (in t CO2e)?""",tables/volks61teil3.csv,"[(3, 2)]",['2994']
118,5,0,Wie hoch war der Heizwärmeverbrauch für die VOLKSBANK WIEN AG im Jahr 2023 (in kWh) aus nicht erneuerbaren Energiequellen?,tables/volks59aTeil3.csv,"[(5, 3)]",['1689114']
106,1,0,Wie hoch waren die indirekten Emissionen (Scope 2  market based) der Österreichischen Ärzte- und Apothekerbank AG im Jahr 2023 (in t CO2e)?,tables/volks57a.csv,"[(1, 1)]",['6.409']
77,0,0,Wie hoch war der spezifische Energieverbrauch des Volksbanken-Verbunds im Jahr 2023 in kWh pro m²?,tables/volks59b.csv,"[(1, 2)]",['172']
89,4,0,Wie viele männliche Betriebsräte gab es in der Volksbank Kärnten eG im Jahr 2023?,tables/volks87.csv,"[(2, 4)]",['6']
87,3,0,Wie hoch war der NPS-Score der Österreichischen Ärzte- und Apothekerbank AG im Jahr 2022?,tables/volks82.csv,"[(0, 3)]",['-10']
0,2,0,Wie hoch war der NPS-Score der Österreichischen Ärzte- und Apothekerbank AG im Jahr 2022?,tables/table1.csv,"[(2, 2)]",['Eigene Mitarbeiter']
34,2,0,Wieviele Vollzeitäquivalente sind gesamthaft angestellt?,tables/table35.csv,"[(2, 1)]",['131.47']
48,5,0,Wieviele Vollzeitäquivalente sind gesamthaft angestellt?,tables/table55.csv,"[(0, 1)]",['14.2']
0,3,0,Welches wesentliches Thema beschäftigt angehende Führungskräfte?,tables/table1.csv,"[(3, 2)]",['Unternehmerisches Handeln']
66,5,0,Welcher Gruppe sind die studentischen Mitarbeiter zugeordnet?,tables/hypo23b.csv,"[(3, 0)]",['Mitarbeiter']
90,4,0,Was war der Modus der letzten Prüfung in Prozent?,tables/volks90.csv,"[(6, 3)]",['99.79%']
4,3,0,Wie hoch war der Gesamtverbrauch an Strom?,tables/table5.csv,"[(4, 6)]",['281626']
9,3,0,Wie sind die Klima Policies der relevanten Sektoren eignestellt?,tables/table10.csv,"[(1, 0)]",['energy-intensive']
97,4,0,Wie viele männliche Mitarbeiter hatten Banken im Jahr 2023?,tables/hypo54teil2.csv,"[(2, 2)]",['305']
50,4,0,Wie hoch war der Erdgas-Energieverbrauch in kWh im Jahr 2021 für Konzerne?,tables/hypo66.csv,"[(1, 5)]",['1.344.934']
103,4,0,"Wie hoch waren die Treibhausgas-Emissionen für Banken im Jahr 2022, gemessen in Tonnen CO2-eq?",tables/hypo65bTeil3.csv,"[(0, 4)]",['20']
80,6,0,Welcher Industriezweig musste 2023 insgesamt 38 Millionen Euro für Scope 1 und Scope 2 zahlen?,tables/volks61.csv,"[(5, 0)]","['E  Wasserversorgung, Abwasser- und Abfallentsorgung und Beseitigung von Umweltverschmutzungen']"
31,2,0,Wie viele VZÄ waren zwischen 30 und  50 Jahre alt?,tables/table32.csv,"[(1, 1)]",['1553.83']
14,3,0,Wie viele Angestellte sind weiblich?,tables/table15.csv,"[(0, 3)]",['2935.06']
97,5,0,Wie viele Mitarbeiter waren 2023 in Konzernen?,tables/hypo54teil2.csv,"[(1, 1)]",['238']
21,3,0,In welcher Kategoier waren 295.56 weiblich?,tables/table22.csv,"[(4, 0)]",['Zahl der teilzeitbeschÃ¤ftigten Angestellten']
96,5,0,Wie viele gesetzlich vorgeschriebenen Sozialaufwendungen hatten Banken 2021?,tables/hypo26teil2.csv,"[(6, 6)]",['-11.213']
86,3,0,Wie viele Ausbildungsstunden wurden durchschnittlich für weibliche Mitarbeitende mit Führungsverantwortung aufgewendet?,tables/volks81.csv,"[(7, 3)]",['70.23']
119,6,0,Welcher Industriezweig hatte 2023 1294 Tonnen CO2-Äquivalente für Scope 1 + 2?,tables/volks61teil2.csv,"[(4, 0)]",['J  Information und Kommunikation']
37,4,0,Wie viele VZÄ waren männlich?,tables/table41.csv,"[(1, 1)]",['22.52']
99,3,0,"In welchem Jahr waren 18,2% des Aufsichtsrat/Verwaltungsrat für Konzerne Frauen?",tables/hypo57a(problematic)teil2.csv,"[(0, 1)]","['18,2 %']"
119,7,0,Welcher Industriezweig hatte 216 Tonne CO2-Äquivalente für Scope 1 + 2?,tables/volks61teil2.csv,"[(6, 0)]",['L  GrundstÃ¼cks- und Wohnungswesen']
76,5,0,Welche Einheit hat Heizwärme in Form von erneuerbarer Energie für die Volksbandk Niederösterreich AG?,tables/volks59a.csv,"[(2, 2)]",['kWh']
62,5,0,In welchem Jahr waren 25 Tonnen CO2-Äquivalente  THG-Emissionen für Heizwärme?,tables/hypo65b.csv,"[(2, 2)]",['25']
80,7,0,"Wie hoch ist der ausstehende Betrag für Scope 1 + 2 in Millionen Euro für den Industriezweig Handel, Instandhaltung und Reparatur von Kraftfahrzeugen?",tables/volks61.csv,"[(7, 1)]",['821']
47,5,0,Wie hoch ist der ANteil der Vollzeitäquivalente bei Personen ueber 30 aber unter 50? ,tables/table54.csv,"[(4, 1)]",['9.42']
99,4,0,Wie hoch ist der Anteil der Aufsichtsrat/Verwaltungsrat beteiligten von Banken 2023 bei unter 30 jährigen? ,tables/hypo57a(problematic)teil2.csv,"[(2, 2)]","['0,0 %']"
43,4,0,Wie hoch ist die Anzahl der Vollzeit-Äquivalente der unter 30 jährigen? ,tables/table47.csv,"[(3, 1)]",['680.94']
122,5,0,Wie hoch war die Anzahl der Mitarbeitenden mit unbefristetem Dienstvertrag im Jahr 2023?,tables/volks77teil3.csv,"[(2, 3)]",['3758']
25,4,0,Wie hoch ist die Anzahl der weiblichen Vollzeit-Äquivalente?,tables/table26.csv,"[(0, 1)]",['94.13']
26,3,0,Wie hoch ist das Gesamt Vollzeit-Äquivalent? ,tables/table27.csv,"[(2, 1)]",['138.48']
88,0,0,Wie hoch ist der Anteil der männlichen Teilnehmenden von Kriseninterventions- und Sicherheitsschulungen im Jahr 2022?,tables/volks84.csv,"[(1, 4)]",['463']
85,2,0,Wie hoch ist der Anteil der männlichen Mitarbeitenden mit Fuehrungsverantwortung im Jahr 2023?,tables/volks79d.csv,"[(2, 3)]",['73']
95,5,0,Wie informiert ein Unternehmen seine Aktionäre ueber seine Finanzielle Lage? ,tables/hypo23bteil3.csv,"[(5, 1)]",[' Investor Relations (z.B. Roadshows)']
115,5,0,Wie hoch war der ANteil der indirekten Emmissionen 2021?,tables/volks57j.csv,"[(2, 3)]",['3256212']
105,6,0,Worauf basieren internationale Vereinbarungen wie die Eurpäische Menschenrechtskonvention? ,tables/volks24teil2.csv,"[(5, 0)]",['Menschenrechte']
32,5,0,Wie hoch ist der Anteil der Vollzeitäquivalente der ueber 30 und unter 50 jährigen? ,tables/table33.csv,"[(4, 1)]",['116.8']
90,5,0,Wie Hoch ist der Anteil der regionalen Finanzierungen von Kunden und Kundinnen? ,tables/volks90.csv,"[(0, 4)]",['95.82%']
39,3,0,WIe hoch ist der Anteil der weiblichen Teilzeitbeschäftigten?,tables/table43.csv,"[(4, 1)]",['747.48']
123,5,0,Wie hoch war das Ergebnis der NPS Umfrage des Volksbanken-Verbund im Jahr 2023,tables/volks82teil2.csv,"[(5, 1)]",['11']
76,6,0,Wieviel kWh Strom hat die Volksbank Steiermark AG im Jahr 2021 mit erneuerbaren Energien erzeugt?,tables/volks59a.csv,"[(5, 5)]",['992317']
86,4,0,Wie viele Überstunden machen weibliche Mitarbeitende ohne Führungsverantwortung?,tables/volks81.csv,"[(4, 3)]",['41.35']
104,2,0,Wieviel Strom haben die photovoltaik Anlagen der Bank im Jahr 2022 erzeugt?,tables/hypo66teil2.csv,"[(1, 4)]",['72.307']
73,3,0,Wie viele ERGO Versicherungen haben Volksbank-Kunden in 2022?,tables/volks38.csv,"[(0, 5)]",['147189']
92,5,0,Wie hoch waren die Scope 1 Emissionen der öffentlichen Verwaltung?,tables/table9teil3.csv,"[(0, 2)]",['1249']
91,5,0,Welcher Sektor hatte Emissionen in Scope 1 und 2 von 26309t CO2 equivalent?,tables/table9teil2.csv,"[(1, 0)]",['I -   Gastgewerbe/Beherbergung und Gastronomie']
22,4,0,Wie viele auf Ebene 2 sind männlich?,tables/table23.csv,"[(1, 2)]",['21.0']
112,1,0,Wie hoch sind die marktbasierten indirekten Emissionen im Jahr 2023?,tables/volks57g.csv,"[(1, 1)]",['26.059']
104,3,0,Wie hoch war der Energieverbrauch innerhalb der Organisation für den Konzern im Jahr 2023?,tables/hypo66teil2.csv,"[(4, 1)]",['16.747.480']
6,2,0,Wie hoch waren die indirekten Emissionen im Scope 2 insgesamt?,tables/table7.csv,"[(1, 6)]",['18578']
53,2,0,In welchem Land war der Umsatzanteil in 2022 6%?,tables/hypo27.csv,"[(1, 0)]",['Deutschland']
52,5,0,Wie groß war der unmittelbar erzeugte wirtschaftliche Wert der UGB in 2022?,tables/hypo26.csv,"[(0, 4)]",['193.909']
53,3,0,Wie hoch war der Anteil am Gesamtumsatz im Jahr 2021?,tables/hypo27.csv,"[(4, 3)]",['100.00%']
113,2,0,Wie groß waren die Indirekten Emissionen der Volksbank Vorarlberg im Jahr 2022?,tables/volks57h.csv,"[(1, 2)]",['20.53']
1,1,0,Wieviele Vertreter des Aufsichtsrats hat die Raiffeisenlandesbank Oberösterreich im Vergütungsausschuss?,tables/table2.csv,"[(0, 2)]",['3']
122,6,0,Wie hoch war die Anzahl and Mitarbeitenden mit befristetem Dienstvertrag im Jahr 2023?,tables/volks77teil3.csv,"[(5, 3)]",['33']
75,3,0,Wie hoch war der Stromverbrauch der Volksbank Niederösterreich AG im Jahr 2023 in kWh?,tables/volks58.csv,"[(2, 1)]",['1.417.815']
115,6,0,Wie groß waren die direkten Emissionen des gesamten Volksbanken-Verbund im Jahr 2022?,tables/volks57j.csv,"[(0, 2)]",['2137482']
79,0,0,Wie groß war das Abfallaufkommen im Jahr 2022 in kg?,tables/volks60b.csv,"[(0, 3)]",['291509']
100,4,0,Wie hoch war der Anteil an 30-49 Jährigen mit Führungspositionen in Banken im Jahr 2022?,tables/hypo57a(problematic)teil3.csv,"[(3, 4)]","['47,0 %']"
52,6,0,Wie groß war das Ergebnis aus dem Handel im Jahr 2021 nach IFRS?,tables/hypo26.csv,"[(4, 5)]",['4.844']
13,1,0,Wie groß ist der gesamte durschnittliche VZÄ aller Beschäftigten?,tables/table14.csv,"[(0, 6)]",['6942.22']
65,3,0,Wie lautet die Hompegae der Wirschafts-Standort Vorarlberg GmbH (WISTO)?,tables/hypo23a.csv,"[(3, 1)]",['https://www.wisto.at']
65,4,0,Wie lautet die Webseite der Einlagensicherung AUSTRIA GmbH?,tables/hypo23a.csv,"[(4, 1)]",['https://www.einlagensicherung.at']
40,3,0,Wieviele männliche und weibliche Mitarbeiter befinden sich auf Ebene 2?,tables/table44.csv,"[(0, 3)]",['37.25']
66,6,0,Wie oft gibt es Veranstaltungen für Mitarbeiter?,tables/hypo23b.csv,"[(4, 2)]",['regelmÃ¤Ã\x9fig']
86,5,0,Wieviele Ausbildungsstunden hatten männliche Mitarbeitende ohne Führungsverantwortung gesamt?,tables/volks81.csv,"[(5, 3)]",['49.79']
96,6,0,Wie hoch war der beibehaltende wirtschaftliche Wert von Banken nach UGB im Jahr 2023?,tables/hypo26teil2.csv,"[(7, 2)]",['136.418']
117,6,0,Wieviel Heizwärme an nicht-erneuerbarer Energie verbrauchte die Volksbank Kärnten eG im Jahr 2021?,tables/volks59aTeil2.csv,"[(5, 5)]",['512896']
102,5,0,Wieviel sonstige indirekten THG-Emissionen verursachten Banken im Jahr 2023?,tables/hypo65bTeil2.csv,"[(0, 2)]",['974']
26,4,0,Wie groß war die VZÄ von allen männlichen Mitarbeitern?,tables/table27.csv,"[(1, 1)]",['64.27']
63,3,0,Welche indirekten Emissionen (Scope 2) in Tonnen pro Mitarbeiter wurden 2023 im Konzern gemessen?,tables/hypo65c.csv,"[(1, 1)]",['0.06']
112,2,0,Wie hoch waren die direkten Emissionen (Scope 1) der unsere bank im Tirol im Jahr 2022?,tables/volks57g.csv,"[(0, 2)]",['261.172']
79,1,0,Wie viel Abfall pro Vollzeitäquivalent in Kilogramm fiel im Jahr 2021 an?,tables/volks60b.csv,"[(1, 4)]",['91.7']
120,5,0,**Frage:** Wie hoch war der ausstehende Betrag in Millionen Euro für die Kategorie Mortgages im Rahmen der THG-Emissionen je Industriezweig für das Jahr 2023?,tables/volks61teil3.csv,"[(6, 1)]",['8566']
52,7,0,Wie hoch war der Provisionsüberschuss in  Tausend Euro für den Konzern nach International Financial Reporting Standard im Jahr 2023?,tables/hypo26.csv,"[(2, 1)]",['35.403']
23,1,0,Wie viele weibliche Vollzeitäquivalente wurden in Deutschland erfasst?,tables/table24.csv,"[(0, 2)]",['47.96']
75,4,0,Welche Organisation verursachte einen Energieverbrauch von 73.030 kWh im Jahr 2022?,tables/volks58.csv,"[(0, 0)]",['Ã\x96sterreichische Ã\x84rzte- und Apothekerbank AG']
121,6,0,Wie viele Arbeiter in Vollzeitäquivalente waren im Jahr 2021 männlich?,tables/volks77teil2.csv,"[(1, 5)]",['26']
92,6,0,Wie hoch war die Qualität gemäß PCAF-Score für Scope 1 und 2 im Sektor R (Kunst)?,tables/table9teil3.csv,"[(3, 6)]",['4.2']
107,1,0,Wie hoch waren die direkten Emissionen in Scope 1 der Volksbank Kärnten im Jahr 2023?,tables/volks57b.csv,"[(0, 1)]",['101.194']
55,3,0,"1. Wie hoch war der Betrag in Tausend EUR, der im Jahr 2023 für Wissen und Bildung ausgewiesen wurde?",tables/hypo30.csv,"[(1, 1)]",['2']
124,4,0,Wie viele Betriebsräte des Volksbanken-Verbundes waren im Jahr 2023 insgesamt in Aufsichtsräten und diversen Ausschüssen vertreten?,tables/volks87teil2.csv,"[(5, 2)]",['40']
26,5,0,Wie viele Vollzeitäquivalente waren im Jahr 2023 in der Alterskategorie über 50 Jahre vertreten?,tables/table27.csv,"[(5, 1)]",['33.19']
12,1,0,Wie hoch war die Gesamtmenge des Abfalls in der Kategorie Finanz in Tonnen?,tables/table13.csv,"[(0, 2)]",['368.76']
14,4,0,Wie viele Vollzeitbeschäftigte (VZÄ) waren insgesamt im Jahr 2023 bei den Volksbanken angestellt?,tables/table15.csv,"[(3, 5)]",['5346.33']
25,5,0,Wie viele Vollzeitäquivalente (VZÄ) gab es im Jahr 2023 in der Alterskategorie zwischen 30 und 50 Jahren?,tables/table26.csv,"[(4, 1)]",['74.59']
95,6,0,Wie oft finden Sitzungen des Aufsichtsrats im Bereich Politik und Verwaltung statt?,tables/hypo23bteil3.csv,"[(4, 2)]",['5 x jÃ¤hrlich']
106,2,0,Wie hoch waren die direkten Emissionen für Scope 1 der Österreichischen Ärzte- und Apothekerbank AG im Jahr 2022?,tables/volks57a.csv,"[(0, 2)]",['47.534']
86,6,0,Wie hoch waren die durchschnittlichen Ausbildungsstunden (Akademie) im Jahr für alle Mitarbeitenden gesamt?,tables/volks81.csv,"[(0, 4)]",['34.96']
90,6,0,Wie hoch war der Anteil der kleinen und mittleren Unternehmen (KMU) am Gesamtbetrag in TEUR im Jahr 2023?,tables/volks90.csv,"[(2, 3)]",['11742761']
38,1,0,Wie viele Vollzeitäquivalente (VZÄ) waren im Jahr 2023 für die männlichen Mitarbeitenden insgesamt angestellt?,tables/table42.csv,"[(1, 1)]",['2.16']
51,5,0,Wie viele Flugkilometer (pkm) wurden im Jahr 2023 bei Dienstreisen im Konzern geflogen?,tables/hypo67.csv,"[(4, 2)]",['202.237']
117,7,0,Wie hoch war der Heizwärmeverbrauch in kWh der Volksbank Wien AG im Jahr 2023?,tables/volks59aTeil2.csv,"[(3, 3)]",['1446470']
38,2,0,Wie hoch war der Anteil der weiblichen Mitarbeitenden im Jahr 2023 in Vollzeitäquivalenten (VZÄ)?,tables/table42.csv,"[(0, 1)]",['17.91']
43,5,0,Wie hoch war der Anteil der Mitarbeitenden über 50 Jahren im Jahr 2023 in Vollzeitäquivalenten (VZÄ)?,tables/table47.csv,"[(5, 1)]",['238.95']
56,8,0,Wie viele Männer waren im Jahr 2023 im Konzern beschäftigt?,tables/hypo54.csv,"[(8, 1)]",['387']
58,3,0,Welcher Anteil der Gesamtbelegschaft war im Jahr 2021 im Konzern im Alter von 30 bis 49 Jahren?,tables/hypo57b.csv,"[(3, 5)]","['53,50 %']"
42,2,0,Wie hoch war der Anteil der Mitarbeitenden über 50 Jahre in Vollzeitäquivalenten (VZÄ)?,tables/table46.csv,"[(2, 1)]",['1025.01']
27,2,0,Wie viele weibliche Mitarbeitende gab es in Vollzeitäquivalenten (VZÄ),tables/table28.csv,"[(0, 1)]",['67']
87,4,0,Wie hoch war der Net Promoter Score im Jahr 2023 für VB Services für Banken Ges.m.b.H.?,tables/volks82.csv,"[(2, 1)]",['-28']
9,4,0,Wie hoch waren die finanzierten THG-Emissionen (Scope 1+2) im Bereich fossile Brennstoffe?,tables/table10.csv,"[(5, 4)]",['23154']
